incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude
850781-1304,Greeley St & E 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-12 21:31:00,1106,11,48203,-83.08775510453366,42.43274146442843
1064471-0903,N M 39 Service Drive & W Warren Ave,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2023-12-20 21:58:00,0611,06,48228,-83.21569179395982,42.34338482928837
732007-1304,Clarita St & Vaughan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-18 19:10:00,0806,08,48219,-83.2397046261599,42.42713796700611
1402000-0901,E Robinwood St & Hasse St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-03-02 03:13:00,1108,11,48234,-83.05637615321771,42.43141815903707
1392518-1304,Mettetal St & Acacia St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-04 20:54:00,0814,08,48227,-83.20700051469962,42.3916916769562
1002362-0901,E Warren Ave & Barham St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-05 03:46:00,0504,05,48224,-82.95035478143414,42.39854499923796
1402187-1304,Fairview St & Goethe Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-03-02 14:57:00,0508,05,48214,-82.97995106386533,42.375051311793335
1402907-0901,Saint Aubin St & E Larned St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-07-01 14:07:00,0709,07,48207,-83.02836299566307,42.33681229412801
996519-0901,Lillibridge St & Mack Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-23 10:29:00,0501,05,48214,-82.9808332110334,42.37814570154656
1349840-0901,Casino St & Kelly Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-10-14 23:24:00,0906,09,48224,-82.95593046866256,42.430842521998
745042-1304,Owen St & John R St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-21 01:37:00,0302,03,48202,-83.07868211442388,42.38389796886874
1039727-1304,Algonquin & Freud St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-10-24 16:08:00,0512,05,48215,-82.95395152699417,42.36568881557305
1402136-0902,Harper Ave & Raymond Ave,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2026-03-02 12:05:00,0701,07,48213,-83.00792205941312,42.3926824956385
1341870-0901,Hayes St & Houston Whittier Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-09-27 02:38:00,0906,09,48205,-82.96502872675751,42.42078445598505
1337881-1304,Ewald Cir & Livernois Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-09-18 04:41:00,1002,10,48238,-83.13975469772568,42.39148295361902
1401447-1304,Pilgrim St & Schaefer Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-28 04:32:00,0201,02,48227,-83.17937351871463,42.407542803022686
1401446-0901,Pilgrim St & Schaefer Hwy,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-28 04:32:00,0201,02,48227,-83.17937351871463,42.407542803022686
682815-0903,Trumbull St & W Kirby St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2021-06-20 19:32:00,0305,03,48208,-83.08075350204348,42.35566031717384
759391-1304,Belfast St & Rangoon St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-12-27 01:34:00,0210,02,48210,-83.1382548710397,42.3512944468849
1397692-0901,S Edsel St & Francis St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-18 12:40:00,0415,04,48217,-83.1623399847268,42.266144257930286
1399150-0902,McGraw St & Rosa Parks Blvd,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY)             ,0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY)             ,2026-02-22 10:10:00,0305,03,48208,-83.08781150729818,42.35927233152169
1072753-0901,Cornwall St & 3 Mile Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-01-09 15:00:00,0506,05,48224,-82.93885118520119,42.40068217388048
1397808-1304,Charest St & Emery St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-18 21:44:00,1102,11,48234,-83.07135168074102,42.43557704313465
1395621-0901,McIntyre St & Willmarth Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-02-13 07:23:00,0805,08,48219,-83.26287217402204,42.42074430149586
1401223-1304,W Grand St & Linwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-27 23:42:00,1003,10,48238,-83.12309531268896,42.39463307845974
1319323-0901,Duchess St & Courville St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-08-06 17:24:00,0911,09,48224,-82.96112693515916,42.41828914554316
1066808-1304,Murray Hill St & Keeler St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-12-27 01:45:00,0812,08,48227,-83.2074096504793,42.40311983218516
1368633-0901,Kay St & Nardin Park,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-11-28 20:12:00,1004,10,48204,-83.13138533506864,42.36844147464711
1092067-1304,Tireman Ave & Greenfield,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-27 01:50:00,0207,02,48228,-83.19665197356896,42.35090324549879
1160524-0901,Goulburn St & Lappin St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-07-28 21:27:00,0901,09,48205,-82.99370059113562,42.43654907858585
1153396-1304,Lillibridge St & E Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-07-13 11:30:00,0501,05,48213,-82.98631583392077,42.38637937904671
1173306-0901,Saint John St & Ewers St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-08-25 02:30:00,0405,04,48210,-83.13090663627302,42.32841338502298
1401686-0902,W Warren Ave & Burnette St,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY)             ,0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY)             ,2026-03-01 03:06:00,0210,02,48210,-83.14055906624095,42.34487165950432
676000-0901,Moran St & Hendricks St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-06 22:44:00,0710,07,48207,-83.02207205945754,42.354166758061055
1090871-1304,Keeler St & Prevost St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-23 23:17:00,0812,08,48227,-83.20299901445354,42.40321188967809
677401-1304,Northlawn St & Intervale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-06 00:20:00,1002,10,48238,-83.15314009655565,42.39179616277527
676067-1304,Joy Rd & Cheyenne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-07 00:00:00,0208,02,48228,-83.17379593316053,42.35862915936601
1062271-0901,S M 39 & Plymouth Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-12-16 00:00:00,0607,06,48228,-83.21677370097785,42.37226323043208
696821-1304,Ohio St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-27 16:03:00,0209,02,48204,-83.15302323935792,42.35905490314392
1087915-0901,Savage St & Stotter St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-02-16 19:00:00,1104,11,48234,-83.02588964949375,42.44607882874168
675392-1304,W Hancock St & 23rd St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-05 18:36:00,0307,03,48208,-83.09876291689359,42.34420543353239
1229422-0901,Woodingham Dr & Saint Martins Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-01-06 12:40:00,1203,12,48221,-83.150812228075,42.43684910796123
675532-1304,Eureka St & E McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-06 01:00:00,1108,11,48212,-83.0570124873291,42.41879596065939
1059685-1304,Joy Rd & Terry St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-12-09 00:05:00,0207,02,48228,-83.19054741704662,42.35828055357533
675258-1304,Eaton St & Wyoming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-05 04:00:00,0203,02,48238,-83.15946957077864,42.39798557046007
1090706-0901,E Vernor Hwy & Concord St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-02-23 13:57:00,0707,07,48207,-83.01203146264568,42.35656702773281
1301772-0901,Roselawn St & Margareta St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-06-29 19:39:00,1208,12,48221,-83.15296547826533,42.42784931078256
1263754-0901,Frankfort St & Chalmers St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-04-06 05:48:00,0503,05,48224,-82.9598782252113,42.39710124825427
1248953-0901,Vassar Ave & Rutherford St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-02-28 14:11:00,0804,08,48235,-83.20538503693079,42.43396582327559
1399284-1304,Rosa Parks Blvd & Leslie St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-22 23:13:00,1003,10,48238,-83.1106865460058,42.39268771974464
1369218-0901,Griswold St & State St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-11-30 04:00:00,0311,03,48226,-83.04899959050884,42.33254553888041
1232741-0901,Margareta St & Ferguson St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-01-15 22:31:00,0808,08,48235,-83.21045859883482,42.426611053215225
1064511-0901,Lafayette Plaisance St & Rivard St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-12-21 02:46:00,0709,07,48207,-83.03827797375314,42.33949660590032
1232740-1304,Margareta St & Ferguson St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-01-15 22:31:00,0808,08,48235,-83.21045859883482,42.426611053215225
1313428-0901,Cadillac Blvd & Mack Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-07-25 00:25:00,0508,05,48214,-82.99083403769485,42.37356121453487
1311087-0901,Radnor St & E Warren Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-07-19 22:14:00,0505,05,48224,-82.91856930175125,42.4102157421996
1288386-0901,Greenfield Rd & Grove St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-05-30 16:49:00,0812,08,48235,-83.19923547192448,42.41417790567012
1361333-0901,Puritan St & Lawton St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-11-10 18:00:00,1212,12,48238,-83.12989508442752,42.41011027848375
1392513-0901,La Salle Blvd & Burlingame St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-02-04 20:03:00,1005,10,48206,-83.11004321426807,42.38366721879088
1389171-0901,Rangoon St & Majestic St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-01-26 10:06:00,0210,02,48210,-83.13727687493588,42.34868570969166
1381154-1304,Oakfield St & Saint Martins Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-01-03 01:29:00,0804,08,48235,-83.21524392885695,42.43549824604078
1274430-1304,Medbury St & Sheridan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-04-29 12:29:00,0705,07,48213,-83.02170723915047,42.38160691461732
674641-1304,Ashton Rd & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-03 19:27:00,0604,06,48223,-83.21854030477473,42.38436757196755
1385767-0901,Warwick St & Sawyer St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-01-15 19:38:00,0610,06,48228,-83.2270124829319,42.34692900976456
1302708-0901,Saint Aubin St & E Larned St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-07-01 14:07:00,0709,07,48207,-83.02836299566307,42.33681229412801
1363240-1304,Keeler Ave & Kentucky St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-11-15 14:40:00,1001,10,48238,-83.15868481542647,42.40434482127183
699430-0901,Yorkshire Rd & Roxbury St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-08-03 00:26:00,0907,09,48224,-82.95143411911053,42.418662903829855
914031-0901,Reno St & Liberal St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-01-13 01:16:00,0902,09,48205,-82.98288189081057,42.439594508509614
1089645-0901,Coplin St & Wilfred St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-02-20 23:15:00,0909,09,48213,-82.97870083277333,42.41655067798323
1342712-1304,Russell St & E Lantz St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-29 00:45:00,1101,11,48203,-83.09077967876978,42.43751046482764
1339099-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-21 04:00:00,1206,12,48235,-83.18234210153801,42.4201758426176
1399454-0901,Bewick St & Emmons St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-08-07 10:56:00,0501,05,48214,-82.98948964012689,42.3755734706788
1327788-1304,Schoolcraft St & Plainview Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-08-25 03:17:00,0604,06,48223,-83.23564094327155,42.386289261198776
1327786-1304,Chalfonte St & Pinehurst St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-08-25 21:50:00,0203,02,48238,-83.16605748247501,42.40009445180048
1316645-1304,Linwood St & Pingree St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-31 22:25:00,1007,10,48206,-83.10566815851726,42.36880893380625
1089635-1304,Fairport St & Manning St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-20 13:40:00,0901,09,48205,-82.99142640197483,42.4404554785316
1357428-1304,Puritan St & Bretton Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-11-01 02:00:00,0811,08,48223,-83.2287488218396,42.40804866517923
1361816-0901,W Warren Ave & Scotten St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-11-11 22:35:00,1009,10,48210,-83.11104981846633,42.34474535772587
1175497-1304,Monroe St & Saint Antoine St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-08-30 02:20:00,0312,03,48226,-83.04098171120245,42.3356055255617
1273361-1304,John R St & Woodward Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-04-28 00:31:00,0311,03,48226,-83.04939543736653,42.33495816865899
1171911-1304,Woodward Ave & E Adams Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-08-22 02:26:00,0311,03,48226,-83.05089479138557,42.33698895689073
1123940-1304,Watson St & West Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-10 16:45:00,0312,03,48201,-83.04977702689901,42.347320596092224
1293291-1304,Rex St & Coram St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-10 22:25:00,0903,09,48205,-82.9582842057496,42.438273916227374
1293296-0901,Rex St & Coram St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-06-10 22:25:00,0903,09,48205,-82.9582842057496,42.438273916227374
1346025-1304,W Chicago St & Littlefield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-10-06 07:42:00,0208,02,48227,-83.17527136691989,42.36585034423883
1346027-0901,W Chicago St & Littlefield St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-10-06 07:42:00,0208,02,48227,-83.17527136691989,42.36585034423883
994806-1304,Canton St & E Vernor Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-19 11:27:00,0707,07,48207,-83.01105140008461,42.35692174553538
1089237-0901,E I 94 Service Drive & Pennsylvania St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-02-20 04:00:00,0705,07,48213,-83.00424428851888,42.39128726203174
1087573-1304,Cardoni St & E Grixdale Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2024-02-15 23:30:00,1106,11,48203,-83.09120950558446,42.42800016280321
1341278-0902,Schoenherr St & E 8 Mile Rd,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2025-09-25 17:53:00,0901,09,,-82.98563596245734,42.44927758007375
1396347-1304,Puritan St & Westbrook St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-15 15:43:00,0810,08,48219,-83.2507023207689,42.40764325055624
1303871-1304,James Couzens Fwy & Pilgrim St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-05-16 19:00:00,1210,12,48238,-83.1634412245298,42.4078256191908
1398670-1304,E Winchester Ave & Marx St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-01-21 19:58:00,1101,11,48203,-83.08452502110813,42.44492785001142
673660-1304,Winthrop St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-31 23:20:00,0808,08,48235,-83.20074386142088,42.41596012247046
