incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude
768612-0901,Pilgrim St & Wyoming St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-01-22 19:38:00,1211,12,48238,-83.15991676837336,42.40791174585238
987948-0901,Saint Clair St & Charlevoix St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-04 00:10:00,0508,05,48214,-82.9833036600292,42.37099756309888
980576-1304,Chalfonte St & Ilene St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-06-18 09:56:00,0203,02,48238,-83.16168967479354,42.4001980213331
1304486-1304,Seebaldt St & Beechwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-05 06:30:00,1006,10,48204,-83.12051269701008,42.354751414067074
1306213-1304,Russell St & Alfred St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-09 12:50:00,0706,07,48207,-83.04151869295225,42.34793935424871
1006430-1304,W Grand Blvd & Lincoln St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-08-13 21:11:00,1008,10,48202,-83.08259027063764,42.36679265108998
1259143-1304,Hull St & E Remington Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-03-25 21:01:00,1101,11,48203,-83.08905594147886,42.442411033554016
1004711-1304,Thatcher St & Coyle St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-08-10 01:20:00,1206,12,48235,-83.19465571034276,42.42150574324466
995737-1304,E Warren Ave & Parker St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-21 19:30:00,0705,07,48213,-83.01161963689194,42.37636357636693
997492-1304,Westwood St & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-25 21:58:00,0604,06,48223,-83.23188795979146,42.384025217470246
997519-2900,Westwood St & W Davison St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-25 21:58:00,0604,06,48223,-83.23188795979146,42.384025217470246
1006544-1304,Tireman St & Brace St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-14 01:34:00,0610,06,48228,-83.22341716413038,42.35052028269827
1006545-2900,Tireman St & Brace St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-08-14 01:34:00,0610,06,48228,-83.22341716413038,42.35052028269827
692456-1304,Lothrop St & Dexter Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-15 21:55:00,1007,10,48206,-83.10950753447524,42.35814840055763
1003542-1304,Harper Ave & Dickerson St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-06 03:03:00,0910,09,48213,-82.97335404973971,42.402092633712
1301355-1304,Minden St & Conner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-29 02:44:00,0908,09,48205,-83.00737689343309,42.41273737106054
1005800-1304,Fargo St & Burt Rd,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2023-08-12 09:00:00,0802,08,48219,-83.24893974404768,42.438254314413626
1005799-0901,Fargo St & Burt Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-12 09:00:00,0802,08,48219,-83.24893974404768,42.438254314413626
691773-0903,Conant St & E McNichols Rd,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2021-07-14 05:59:00,1107,11,48212,-83.06360757169534,42.418678794039366
692259-1304,Fairport St & Pinewood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-15 00:40:00,0901,09,48205,-82.99134740532261,42.43840887577954
1305691-1304,John R St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-08 05:32:00,1106,11,48203,-83.10181647313878,42.41783665901388
1305201-1304,Hayes St & Troester St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-07 12:13:00,0906,09,48205,-82.96523165283469,42.42641243981641
1002243-0901,E Jefferson Ave & Holcomb St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-04 12:20:00,0711,07,48214,-82.98620892975782,42.357548583890576
1298203-1304,Linwood St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-22 02:25:00,1005,10,48206,-83.10879264218613,42.3734895541145
1303863-1304,Woodrow Wilson St & Glendale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-03 15:14:00,1003,10,48238,-83.10891932288757,42.39428004182148
817745-1304,Gratiot Ave & Flanders St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-05-26 20:03:00,0909,09,48205,-82.99246822531582,42.41259457588075
1158207-0901,Frederick St & Joseph Campau St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-07-23 14:38:00,0703,07,48211,-83.03925147532694,42.3690212018144
819044-0903,Mack Ave & Conner Ln,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2022-05-30 04:20:00,0509,05,48215,-82.97320807040167,42.38230452712995
815982-0901,Gunston Ave & Camden Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-05-22 14:58:00,0910,09,48213,-82.98846097824814,42.39943446406326
1181366-0901,Gladstone St & Rosa Parks Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-09-11 22:33:00,1008,10,48206,-83.09765399070216,42.37404614918384
894235-0901,Van Dyke St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-11-24 00:28:00,1105,11,48234,-83.02424862627765,42.4339787962343
800902-0901,Houston Whittier Ave & Dickerson St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-04-15 21:35:00,0906,09,48205,-82.9835986572724,42.420459496438845
800903-1304,Houston Whittier Ave & Dickerson St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2022-04-15 21:35:00,0906,09,48205,-82.9835986572724,42.420459496438845
999822-1304,Hubbell St & Wadsworth St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-31 02:20:00,0204,02,48227,-83.18783078178018,42.37501439947888
894295-0901,Cathedral St & Pierson St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-11-23 12:00:00,0606,06,48228,-83.24458227809244,42.36095585201787
887632-0901,Ivanhoe St & Northfield St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2022-11-07 10:46:00,1006,10,48204,-83.12899905943735,42.35661577424414
887633-1304,Ivanhoe St & Northfield St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING                                          ,2022-11-07 10:46:00,1006,10,48204,-83.12899905943735,42.35661577424414
1299539-1304,Revere St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-24 19:43:00,1102,11,48234,-83.06862263537349,42.44035749214687
1303858-1304,Trojan St & Murray Hill St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-05-05 04:38:00,0804,08,48235,-83.20890952706065,42.44106535145678
1283665-0901,James Couzens Fwy & Pilgrim St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-05-16 19:00:00,1210,12,48238,-83.1634412245298,42.4078256191908
994966-1304,Stout St & Capitol St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-19 23:12:00,0603,06,48228,-83.24013568600111,42.37634857137216
999699-1304,Saint Clair St & E Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-30 15:09:00,0501,05,48213,-82.99248847526599,42.38401270283644
1002220-1304,Saint Antoine St & E Canfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-04 22:14:00,0309,03,48207,-83.05435858651612,42.35558287784083
1304320-1304,Longview St & Dickerson St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-05 01:16:00,0910,09,48213,-82.97691525104695,42.40833572677597
1270559-1304,Pickford St & Greenview Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-21 12:15:00,0807,08,48219,-83.22524225811503,42.42480200137637
897026-0901,Mount Elliott St & E Canfield St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-04-05 08:52:00,0707,07,48207,-83.02489757102616,42.36629037020951
660168-1304,Hamburg St & Bringard Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-28 19:47:00,0901,09,48205,-82.99771510789463,42.44548017205589
1303351-1304,Montrose St & Kendall St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-22 00:03:00,0814,08,48227,-83.20031831597957,42.38932262138978
825304-1304,Griggs St & Grove St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-06-14 00:47:00,1210,12,48221,-83.16345285494276,42.414435776178166
933830-1304,E I 96 Service Drive & Schaefer Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-03-05 02:15:00,0205,02,48227,-83.17833813984569,42.38266891173566
1298259-1304,Montrose St & Kendall St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-06-22 00:03:00,0814,08,48227,-83.20031831597957,42.38932262138978
626076-1304,Cedargrove St & Maccrary Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-01-20 01:15:00,0906,09,48205,-82.9701045065827,42.42554828688017
1001213-1304,S Fort St & Northampton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-02 19:06:00,0411,04,48217,-83.15157309258443,42.281009240299056
1002823-2900,S Fort St & Northampton St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-08-02 19:06:00,0411,04,48217,-83.15157309258443,42.281009240299056
764135-2900,Minock St & Cathedral St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-01-10 12:05:00,0607,06,48228,-83.2323422333342,42.36117535571315
764116-1304,Minock St & Cathedral St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2022-01-10 12:05:00,0607,06,48228,-83.2323422333342,42.36117535571315
686894-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-01 07:32:00,1206,12,48235,-83.18234210153801,42.4201758426176
1097181-0901,Van Dyke St & E I 94 Service Drive,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-03-09 19:37:00,0705,07,48213,-83.01982546791896,42.385813091952
1282032-1304,James Couzens Fwy & Pilgrim St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2025-05-16 19:00:00,1210,12,48238,-83.1634412245298,42.4078256191908
856368-1304,Lawndale St & Rathbone St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-08-26 23:41:00,0408,04,48209,-83.12773826149403,42.30225911968603
1276627-1304,Trojan St & Murray Hill St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2025-05-05 04:38:00,0804,08,48235,-83.20890952706065,42.44106535145678
721445-0901,Dexter Ave & Gladstone St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-25 07:40:00,1007,10,48206,-83.11580419899393,42.367483205803545
655367-1304,Woodlawn Ave & Erwin Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-15 13:45:00,0701,07,48213,-83.0175473558454,42.399212789719286
781174-1304,Russell St & E State Fair St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-02-25 22:13:00,1101,11,48203,-83.09087967603182,42.43988251078357
690830-1304,Lyndon St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-11 13:00:00,0601,06,48223,-83.25656191626257,42.3930908314572
1301933-1304,Wayburn St & Harper Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-06-24 02:22:00,0911,09,48224,-82.95942110874577,42.40618566147862
1295254-1304,Dexter Ave & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-15 05:40:00,1002,10,48238,-83.13086700057482,42.38975360015571
960838-1304,Dresden St & Greiner St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2023-05-07 00:44:00,0905,09,48205,-82.99944511875071,42.42734664193152
1299986-1304,Fenkell St & Strathmoor St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-25 22:23:00,0202,02,48227,-83.18776251715323,42.40186161953449
999247-1304,Fullerton St & Terry St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-13 19:44:00,0204,02,48227,-83.19117510339629,42.380112627643015
1285453-1304,Queen St & Eastwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-05-24 15:19:00,0906,09,48205,-82.9678846036862,42.43377989807788
1285741-4801,Queen St & Eastwood St,OBSTRUCTING THE POLICE,NON-FATAL SHOOTING,4801,48000,OBSTRUCTING POLICE,2025-05-24 15:19:00,0906,09,48205,-82.9678846036862,42.43377989807788
642981-1304,Stahelin Ave & Trojan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-03-11 14:45:00,0803,08,48219,-83.2282789501626,42.44057422262332
641958-0901,Braile St & W Chicago St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-03-09 09:44:00,0606,06,48228,-83.24347592901681,42.36459867565823
1002323-0901,Manning St & Cordell St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-05 01:40:00,0903,09,48205,-82.95105388096316,42.44108968725188
998868-1304,Illinois St & Elmwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 01:36:00,0707,07,48207,-83.0289976687662,42.36023825715532
1301772-1304,Roselawn St & Margareta St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-29 19:39:00,1208,12,48221,-83.15296547826533,42.42784931078256
689860-5203,Fairmount Dr & Joann St,WEAPONS OFFENSES,NON-FATAL SHOOTING,5203,52003,WEAPONS OFFENSE - OTHER,2021-07-04 10:12:00,0901,09,48205,-82.990327762859,42.443893089439136
687964-1304,Fairmount Dr & Joann St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-04 10:12:00,0901,09,48205,-82.990327762859,42.443893089439136
637284-0903,Greenlodge St & S M 10,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2021-02-23 20:45:00,0804,08,48235,-83.20114744229369,42.44290764859199
687542-1304,Roseberry St & Elmdale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-03 01:30:00,0910,09,48213,-82.98457963854781,42.404543378248285
687918-1304,E Larned St & N I 375,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-03 05:00:00,0709,07,48226,-83.0362161628216,42.3334267196811
994569-0901,John R St & E Montana St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-19 04:36:00,1106,11,48203,-83.10203160892972,42.42392408951592
1001689-1304,Keeler St & Kentfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-03 16:30:00,0810,08,48223,-83.24063170700437,42.40243841450843
1140316-0901,Panama St & Central St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-06-15 20:47:00,0402,04,48210,-83.13962913091372,42.33399985884831
1000841-1304,Bringard Dr & Rex St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-30 17:35:00,0903,09,48205,-82.95857024194397,42.446434874332255
995574-1304,Evanston St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-21 02:00:00,0911,09,48224,-82.96096573915558,42.40659813806728
1002814-2900,Spokane St & Colfax St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-30 02:25:00,1006,10,48204,-83.13154827509096,42.35662986572724
999350-1304,Spokane St & Colfax St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-30 02:25:00,1006,10,48204,-83.13154827509096,42.35662986572724
904662-0901,Biltmore St & W 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-12-19 17:30:00,0804,08,48235,-83.21172281595538,42.43023461930832
971423-0901,W McNichols Rd & Asbury Park,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-05-30 01:15:00,0808,08,48235,-83.20902375971198,42.41577470466154
689747-0901,Taylor St & 14th St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-08 17:15:00,1007,10,48206,-83.10236206444634,42.37434383073691
874369-0901,Chapel St & Fenkell St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-10-07 03:19:00,0602,06,48223,-83.25318454512558,42.40038179471807
688254-1304,Fenkell St & Hubbell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-04 21:18:00,0201,02,48227,-83.18890929507145,42.40183145777728
688922-1304,Boulder St & Liberal St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-06 19:30:00,0903,09,48205,-82.95344634416087,42.44015518553952
689564-1304,Montrose St & Wadsworth St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-05 00:22:00,0603,06,48227,-83.2000311987638,42.374716466292384
688240-0901,S Fort St & Oakwood Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-05 01:09:00,0411,04,48217,-83.1437508700739,42.29080800900238
743525-1304,Prevost St & W McNichols Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-07-05 02:27:00,0808,08,48235,-83.20351211865716,42.415886079758735
985564-1304,Kendall St & Forrer St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-05-26 17:09:00,0814,08,48227,-83.20140438610203,42.389316002028245
998398-1304,Ashley Ave & Southampton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-27 23:54:00,0505,05,48236,-82.91729645727105,42.415523167565546
1135873-0901,Hawthorne St & E Grixdale Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-06-06 05:34:00,1106,11,48203,-83.09243091857199,42.42794369369248
688293-1304,E Forest Ave & Woodward Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-05 03:00:00,0309,03,48201,-83.06299483104719,42.35474480787765
691686-0901,Rutland St & Plymouth Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-14 01:37:00,0608,06,48227,-83.21322078190784,42.37232514366174
999339-1304,Brock St & Eastburn St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 23:33:00,0903,09,48205,-82.96345235359618,42.44547533654022
999344-2900,Brock St & Eastburn St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-29 23:33:00,0903,09,48205,-82.96345235359618,42.44547533654022
992743-1304,Ewald Cir & W Buena Vista St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-14 22:58:00,1002,10,48238,-83.14524811484057,42.383982085137895
996260-1304,Nottingham Rd & Morang Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-22 01:44:00,0907,09,48224,-82.94471995782352,42.42398109712347
996280-2900,Nottingham Rd & Morang Dr,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-22 01:44:00,0907,09,48224,-82.94471995782352,42.42398109712347
1263865-1304,Petoskey Ave & Waverly,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-06 10:01:00,1002,10,48238,-83.13493673214072,42.387425851829285
1263882-2900,Petoskey Ave & Waverly,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2025-04-06 10:01:00,1002,10,48238,-83.13493673214072,42.387425851829285
999084-5201,Central St & Saint Stephens St,WEAPONS OFFENSES,NON-FATAL SHOOTING,5201,52001,WEAPONS OFFENSE - CONCEALED,2023-07-29 06:54:00,0405,04,48210,-83.13550126516354,42.32812896645698
1004281-2900,Central St & Saint Stephens St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-29 06:54:00,0405,04,48210,-83.13550126516354,42.32812896645698
998947-1304,Central St & Saint Stephens St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 06:54:00,0405,04,48210,-83.13550126516354,42.32812896645698
996999-1304,Puritan St & Kentucky St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-24 16:00:00,1211,12,48221,-83.15892777263508,42.40973130380806
999794-0901,Cortland St & Roselawn St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-31 01:42:00,0206,02,48204,-83.15053623882807,42.37911493024405
