incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude,cvi_zone,buffer,cvi_area
863713-1304,Spinoza Dr & Tireman St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-10 17:56:00,609,6,48239.0,-83.24976147589872,42.35203644816136,Non-CVI,False,Non-CVI
839132-1304,Boulder St & Liberal St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-07-17 00:59:00,903,9,48205.0,-82.95344634416087,42.44015518553952,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
856751-0901,Clarita St & Wyoming St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-28 07:00:00,1208,12,48221.0,-83.16090140750754,42.4295817511228,Non-CVI,False,Non-CVI
858400-1304,Hayes St & Houston Whittier Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-31 10:47:00,906,9,48205.0,-82.96502872675751,42.42078445598505,Detroit Friends & Family,False,Detroit Friends & Family
842969-1304,Kay St & Cascade St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-07-25 15:50:00,1004,10,48204.0,-83.12869922496256,42.36929612956303,Non-CVI,False,Non-CVI
843181-2900,Kay St & Cascade St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-07-25 15:50:00,1004,10,48204.0,-83.12869922496256,42.36929612956303,Non-CVI,False,Non-CVI
773599-1304,E State Fair St & Schoenherr St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-02-05 17:05:00,902,9,48205.0,-82.98539446251384,42.44221152363642,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1134388-1304,Frankfort St & Marlborough St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-06-03 03:38:00,503,5,48224.0,-82.95877711602321,42.39749459811052,Non-CVI,False,Non-CVI
629074-1304,Saint Patrick St & Conner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-01-28 17:18:00,908,9,48205.0,-83.0035317879784,42.40959197474736,Non-CVI,False,Non-CVI
1114081-1304,Weaver St & Stahelin Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-04-18 23:52:00,604,6,48228.0,-83.22528562902218,42.37260502296503,Non-CVI,False,Non-CVI
1131155-1304,McDougall St & Gratiot Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2024-05-26 03:00:00,706,7,48207.0,-83.02899064445035,42.35714740567231,Non-CVI,False,Non-CVI
856733-1304,Pennington Ave & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-28 07:07:00,1203,12,48221.0,-83.14818733602179,42.4314881711308,Non-CVI,False,Non-CVI
738996-0901,Fenkell St & Sorrento St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-11-05 21:05:00,203,2,48227.0,-83.17252821360962,42.40219193354084,New Era CC,False,New Era CC
739055-1304,Fenkell St & Sorrento St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2021-11-05 21:05:00,203,2,48227.0,-83.17252821360962,42.40219193354084,New Era CC,False,New Era CC
677226-1304,Harned St & E 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-07 15:42:00,1102,11,48234.0,-83.07354059343365,42.432927370272935,Live in Peace,False,Live in Peace
862860-1304,E Outer Dr & Packard St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-09 21:43:00,1104,11,48234.0,-83.02789707947181,42.44116922067539,Non-CVI,False,Non-CVI
668973-1304,Plainview Ave & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-20 19:00:00,803,8,48219.0,-83.23775389146357,42.42961213519133,Detroit Peoples Community,False,Detroit Peoples Community
663266-1304,Esper St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-07 01:00:00,209,2,48204.0,-83.15789715214362,42.35895395628748,Non-CVI,False,Non-CVI
852516-1304,Grand River Ave & Lahser Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-16 21:28:00,805,8,48219.0,-83.25762670332485,42.41649910233996,Non-CVI,False,Non-CVI
693731-1304,Beaconsfield St & Whittier St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-19 14:00:00,911,9,48224.0,-82.9515420713541,42.41632158070316,Detroit Friends & Family,False,Detroit Friends & Family
693276-0901,S M 10 Service Drive & Richton St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-18 12:22:00,1005,10,48206.0,-83.1048277028208,42.39084455001852,Non-CVI,False,Non-CVI
692624-0901,Washburn St & Chalfonte St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-16 03:00:00,203,2,48238.0,-83.16062582327406,42.40022740114938,New Era CC,False,New Era CC
752189-1304,Washburn St & Chalfonte St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2021-07-16 03:00:00,203,2,48238.0,-83.16062582327406,42.40022740114938,New Era CC,False,New Era CC
692510-1304,Chalmers St & Hazelridge St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-15 21:56:00,906,9,48205.0,-82.97497491842226,42.42464689405765,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
985065-1304,Elmira St & Steel St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-05-05 20:51:00,208,2,48227.0,-83.17052268429406,42.37079170847786,Non-CVI,False,Non-CVI
651485-1304,Keystone St & Emery St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-04 23:29:00,1103,11,48234.0,-83.0515416818024,42.43593855252632,Live in Peace,False,Live in Peace
856963-0903,Freud St & Tennessee St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2022-08-29 00:27:00,512,5,48215.0,-82.95663088091652,42.36472351800273,Non-CVI,False,Non-CVI
860743-0901,Mark Twain St & Tyler St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-09-05 04:20:00,204,2,48227.0,-83.18597402800388,42.38413040829917,Non-CVI,False,Non-CVI
1082563-1304,Martin Luther King Jr Blvd & 2nd Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-03 22:49:00,309,3,48201.0,-83.06295567588276,42.34489247151902,Non-CVI,False,Non-CVI
1087965-1304,Burns St & Moffat St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-17 01:13:00,705,7,48213.0,-83.00849886608955,42.38074831240812,Non-CVI,False,Non-CVI
687498-0901,Vassar Ave & Sunderland Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-02 19:00:00,803,8,48219.0,-83.2292217643015,42.433480165568085,Detroit Peoples Community,False,Detroit Peoples Community
687497-1304,Vassar Ave & Sunderland Rd,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2021-07-02 19:00:00,803,8,48219.0,-83.2292217643015,42.433480165568085,Detroit Peoples Community,False,Detroit Peoples Community
686811-1304,Prest St & Fenkell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-01 01:00:00,202,2,48227.0,-83.19753071210442,42.40155221420764,Detroit 300,False,Detroit 300
859277-1304,Saint Louis St & Stockton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-02 01:17:00,1109,11,48234.0,-83.0400689480745,42.4279431471332,Non-CVI,False,Non-CVI
857934-1304,Schoolcraft St & Stahelin Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-30 20:30:00,601,6,48223.0,-83.22599522569608,42.38650531395331,Non-CVI,False,Non-CVI
857986-2900,Schoolcraft St & Stahelin Rd,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-08-30 20:30:00,601,6,48223.0,-83.22599522569608,42.38650531395331,Non-CVI,False,Non-CVI
859994-1304,Kentfield St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-03 12:08:00,806,8,48219.0,-83.2411405491612,42.41502678593587,Non-CVI,False,Non-CVI
1101895-1304,Ashton Ave & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-20 23:47:00,803,8,48219.0,-83.22130104241029,42.44415561320109,Detroit Peoples Community,False,Detroit Peoples Community
1102688-1304,Harper Ave & Conner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-23 02:08:00,501,5,48213.0,-82.9898647112328,42.39720789022313,Non-CVI,False,Non-CVI
845385-0901,Plymouth Rd & Coyle St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-07-31 02:44:00,204,2,48227.0,-83.19317413411623,42.37268428433203,Detroit 300,False,Detroit 300
845386-1304,Plymouth Rd & Coyle St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2022-07-31 02:44:00,204,2,48227.0,-83.19317413411623,42.37268428433203,Detroit 300,False,Detroit 300
861510-0901,Lenore Ave & Florence St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-09-06 23:00:00,809,8,48219.0,-83.28077881235735,42.40947457066002,Non-CVI,False,Non-CVI
1130003-1304,Wilkins St & Saint Antoine St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-05-24 01:00:00,312,3,48201.0,-83.04850313830941,42.34699454472063,Non-CVI,False,Non-CVI
1130925-1304,Plymouth Rd & Mansfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2024-05-26 01:01:00,608,6,48227.0,-83.20355723448661,42.37248936031544,Detroit 300,False,Detroit 300
759051-0901,Shakespeare St & Edmore Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-12-25 12:28:00,903,9,48205.0,-82.94874548606451,42.44752015407462,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
769656-1304,Parkinson St & Cecil St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-01-25 20:30:00,405,4,48210.0,-83.13190062055814,42.33112536209434,Non-CVI,False,Non-CVI
1124446-2900,Macon St & Knodell St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2024-05-11 22:30:00,501,5,48213.0,-82.99832800633563,42.39906560500046,Non-CVI,False,Non-CVI
1124444-1304,Macon St & Knodell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-11 22:30:00,501,5,48213.0,-82.99832800633563,42.39906560500046,Non-CVI,False,Non-CVI
673618-1304,Schaefer Hwy & Grove St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-01 01:00:00,1210,12,48235.0,-83.17969411666363,42.41422166347178,New Era CC,False,New Era CC
696928-1304,Cobb Pl & Colfax St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-27 20:40:00,1009,10,48210.0,-83.12429226890865,42.34631264316191,Non-CVI,False,Non-CVI
858141-1304,Mark Twain St & W 7 Mile Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-08-30 21:40:00,1206,12,48235.0,-83.18760671204325,42.430808717618,Non-CVI,False,Non-CVI
1132917-1304,Greenfield Rd & Verne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-05-30 21:16:00,201,2,48235.0,-83.19915917998833,42.41234954593504,Non-CVI,False,Non-CVI
860240-1304,Albion St & Sauer St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-04 00:30:00,904,9,48234.0,-83.00528188564671,42.42216479799018,Non-CVI,False,Non-CVI
1101448-1304,Prince Hall Dr & Campau Farms Cir,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2024-03-19 23:21:00,710,7,48207.0,-83.0238570922205,42.3482826472385,Non-CVI,False,Non-CVI
845130-1304,Fenkell St & N M 39,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-07-30 16:45:00,812,8,48227.0,-83.21820811303404,42.40114750805045,Detroit 300,True,Detroit 300
711876-1304,Ryan Rd & Stockton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-03 21:54:00,1108,11,48234.0,-83.062783307552,42.42755796719018,Live in Peace,False,Live in Peace
849572-0901,Dubois St & Hancock St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-10 01:50:00,703,7,48207.0,-83.04209950101198,42.36392694198044,Non-CVI,False,Non-CVI
1059822-1304,Asbury Park & Saint Martins Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-12-10 06:00:00,804,8,48235.0,-83.2097913005522,42.43564760339794,Detroit Peoples Community,False,Detroit Peoples Community
860369-1304,Wagner St & Florida St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-04 14:08:00,402,4,48210.0,-83.14111687279275,42.3373562854412,Non-CVI,False,Non-CVI
857498-1304,Pallister St & 3rd St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-30 01:30:00,303,3,48202.0,-83.08137062760909,42.37084340450591,Non-CVI,False,Non-CVI
859299-1304,Puritan St & Ilene St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-02 00:00:00,1210,12,48221.0,-83.162152633625,42.409679374609226,New Era CC,False,New Era CC
859300-2900,Puritan St & Ilene St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-09-02 00:00:00,1210,12,48221.0,-83.162152633625,42.409679374609226,New Era CC,False,New Era CC
853856-0901,S Liddesdale St & W Outer Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-20 00:30:00,415,4,,-83.16532519913167,42.2589500299942,Non-CVI,False,Non-CVI
857486-1304,Grand River Ave & Rosa Parks Blvd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-29 15:20:00,308,3,48208.0,-83.07962732209697,42.34480607091419,Non-CVI,False,Non-CVI
858061-1304,Santa Rosa Dr & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-31 01:15:00,1203,12,48221.0,-83.1441804146675,42.44603495213338,Non-CVI,False,Non-CVI
858062-2900,Santa Rosa Dr & W 8 Mile Rd,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-08-31 01:15:00,1203,12,48221.0,-83.1441804146675,42.44603495213338,Non-CVI,False,Non-CVI
661221-1304,W Chicago St & W Parkway St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-01 04:54:00,606,6,48239.0,-83.26547580718942,42.36428009642943,Non-CVI,False,Non-CVI
857483-2402,Joy Rd & S M 39 Service Drive,STOLEN PROPERTY,NON-FATAL SHOOTING,2402,24002,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),2022-08-29 03:49:00,607,6,48228.0,-83.21689024589386,42.35784343537616,Force Detroit,False,Force Detroit
857035-1304,Joy Rd & S M 39 Service Drive,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-29 03:49:00,607,6,48228.0,-83.21689024589386,42.35784343537616,Force Detroit,False,Force Detroit
669902-1304,Motor Dr & N M 10,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-23 04:40:00,1201,12,48235.0,-83.20228961176993,42.44394671894463,Detroit Peoples Community,False,Detroit Peoples Community
859331-1304,Cherrylawn St & Santa Maria St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-09-01 23:11:00,1208,12,48221.0,-83.15490969821825,42.418844297700666,Non-CVI,False,Non-CVI
856657-1304,Stearns St & Livernois Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-08-28 02:00:00,1004,10,48204.0,-83.13895466826014,42.37267668792137,Non-CVI,False,Non-CVI
851947-1304,Crane St & Edgewood Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-08-10 02:32:00,701,7,48213.0,-83.01556786396912,42.3976385728907,Non-CVI,False,Non-CVI
856687-0903,Field St & Mack Ave,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2022-08-28 00:58:00,708,7,48214.0,-83.01175187159859,42.36489967034183,Non-CVI,False,Non-CVI
856705-0901,Margareta St & Wyoming St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-28 05:21:00,1207,12,48221.0,-83.16083981129191,42.42777633854295,Non-CVI,False,Non-CVI
853900-1304,Elmhurst St & Northlawn St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-20 02:00:00,206,2,48204.0,-83.15267173406983,42.375917075660574,Non-CVI,False,Non-CVI
656778-0901,Mount Elliott St & E Nevada St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-04-19 16:25:00,1109,11,48234.0,-83.03862696870897,42.42641027243062,Non-CVI,False,Non-CVI
658367-2900,James Couzens Fwy & N M 10 Service Drive,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-04-19 03:02:00,1201,12,,-83.2026039173539,42.44471116721612,Detroit Peoples Community,True,Detroit Peoples Community
658359-1304,James Couzens Fwy & N M 10 Service Drive,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-19 03:02:00,1201,12,,-83.2026039173539,42.44471116721612,Detroit Peoples Community,True,Detroit Peoples Community
858075-1304,Wisconsin St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-31 03:00:00,209,2,48204.0,-83.15441350227175,42.3590275027451,Non-CVI,False,Non-CVI
836880-0901,Westwood & W Warren Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-07-11 14:39:00,612,6,48228.0,-83.23049903960462,42.34320972969874,Force Detroit,False,Force Detroit
745411-1304,Ashton Ave & Saint Martins Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-22 04:10:00,803,8,48219.0,-83.22074798103813,42.43543241280417,Detroit Peoples Community,False,Detroit Peoples Community
856758-0901,Highland St & Linwood St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-28 04:20:00,1003,10,48206.0,-83.11813440477752,42.38725719745874,Non-CVI,False,Non-CVI
856885-2900,E Jefferson Ave & Saint Clair St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-08-28 18:20:00,511,5,48214.0,-82.97799018597713,42.36348320586456,Non-CVI,False,Non-CVI
856886-1304,E Jefferson Ave & Saint Clair St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-28 18:20:00,511,5,48214.0,-82.97799018597713,42.36348320586456,Non-CVI,False,Non-CVI
885329-0901,Townsend St & E Congress St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-11-03 00:23:00,711,7,48214.0,-82.99919412907401,42.3500474694111,Non-CVI,False,Non-CVI
827426-0901,Corbett Ave & Conner St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-06-18 18:24:00,910,9,48213.0,-82.99275135500517,42.40066707079659,Detroit Friends & Family,True,Detroit Friends & Family
794230-0901,Sussex & Plymouth Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-03-31 01:27:00,204,2,48227.0,-83.19426387250809,42.372661848165656,Detroit 300,False,Detroit 300
813267-1304,E Congress St & Brush St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-05-14 23:44:00,312,3,48226.0,-83.04200840783237,42.33184818226107,Non-CVI,False,Non-CVI
854865-1304,Moross Rd & Chandler Park Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-23 10:45:00,505,5,48236.0,-82.9151376719804,42.41886798829204,Non-CVI,False,Non-CVI
820247-0901,Evergreen Rd & Acacia St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-06-01 21:10:00,602,6,48223.0,-83.23704280273566,42.39139045417494,Non-CVI,False,Non-CVI
856401-1304,35th St & Greusel St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-21 05:00:00,406,4,48210.0,-83.11305909143309,42.33117135842355,Non-CVI,False,Non-CVI
853750-1304,Roselawn St & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-20 00:02:00,1203,12,48221.0,-83.15305913899773,42.43141618564975,Non-CVI,False,Non-CVI
778902-1304,Iowa St & Mount Elliott St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-03-12 19:48:00,1109,11,48212.0,-83.03856435857425,42.42484958783013,Non-CVI,False,Non-CVI
855770-1304,W Warren Ave & Scotten St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-25 16:00:00,1009,10,48210.0,-83.11104981846633,42.34474535772587,Non-CVI,False,Non-CVI
852381-1304,Stahelin Ave & Vassar Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-16 14:25:00,803,8,48219.0,-83.22791302956172,42.433498600798224,Detroit Peoples Community,False,Detroit Peoples Community
855541-1304,Harper Ave & Norcross St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-25 04:28:00,910,9,48213.0,-82.9821529906713,42.39948999394027,Detroit Friends & Family,True,Detroit Friends & Family
855048-1304,Lenore Ave & Bennett St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-23 20:36:00,805,8,48219.0,-83.28136018346385,42.41927028429278,Non-CVI,False,Non-CVI
780925-1304,Cadillac Blvd & E Vernor Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-02-25 11:31:00,508,5,48214.0,-82.98601817168377,42.36693843905353,Non-CVI,False,Non-CVI
781590-2900,Cadillac Blvd & E Vernor Hwy,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-02-25 11:31:00,508,5,48214.0,-82.98601817168377,42.36693843905353,Non-CVI,False,Non-CVI
759668-1304,Monica St & Pilgrim St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-12-27 22:25:00,1211,12,48238.0,-83.14371175549991,42.40753822153877,Non-CVI,False,Non-CVI
