incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude,cvi_zone,buffer,cvi_area
863660-0901,Dexter Ave & Ewald Cir,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-09-11 17:59:00,1003,10,48238.0,-83.13359136754669,42.39381201694448,Non-CVI,False,Non-CVI
974499-0901,W Vernor Hwy & Clark St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-06-05 03:10:00,410,4,48209.0,-83.09583088722269,42.32028163271375,Non-CVI,False,Non-CVI
768612-0901,Pilgrim St & Wyoming St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-01-22 19:38:00,1211,12,48238.0,-83.15991676837336,42.40791174585238,New Era CC,True,New Era CC
987948-0901,Saint Clair St & Charlevoix St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-04 00:10:00,508,5,48214.0,-82.9833036600292,42.37099756309888,Non-CVI,False,Non-CVI
980576-1304,Chalfonte St & Ilene St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-06-18 09:56:00,203,2,48238.0,-83.16168967479354,42.4001980213331,New Era CC,False,New Era CC
1304486-1304,Seebaldt St & Beechwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-05 06:30:00,1006,10,48204.0,-83.12051269701008,42.354751414067074,Non-CVI,False,Non-CVI
1306213-1304,Russell St & Alfred St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-09 12:50:00,706,7,48207.0,-83.04151869295225,42.34793935424871,Non-CVI,False,Non-CVI
1006430-1304,W Grand Blvd & Lincoln St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-08-13 21:11:00,1008,10,48202.0,-83.08259027063764,42.36679265108998,Non-CVI,False,Non-CVI
1259143-1304,Hull St & E Remington Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-03-25 21:01:00,1101,11,48203.0,-83.08905594147886,42.442411033554016,Live in Peace,False,Live in Peace
1004711-1304,Thatcher St & Coyle St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-08-10 01:20:00,1206,12,48235.0,-83.19465571034276,42.42150574324466,Non-CVI,False,Non-CVI
995737-1304,E Warren Ave & Parker St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-21 19:30:00,705,7,48213.0,-83.01161963689194,42.37636357636693,Non-CVI,False,Non-CVI
997492-1304,Westwood St & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-25 21:58:00,604,6,48223.0,-83.23188795979146,42.384025217470246,Non-CVI,False,Non-CVI
997519-2900,Westwood St & W Davison St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-25 21:58:00,604,6,48223.0,-83.23188795979146,42.384025217470246,Non-CVI,False,Non-CVI
1006544-1304,Tireman St & Brace St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-14 01:34:00,610,6,48228.0,-83.22341716413038,42.35052028269827,Force Detroit,False,Force Detroit
1006545-2900,Tireman St & Brace St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-08-14 01:34:00,610,6,48228.0,-83.22341716413038,42.35052028269827,Force Detroit,False,Force Detroit
692456-1304,Lothrop St & Dexter Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-15 21:55:00,1007,10,48206.0,-83.10950753447524,42.35814840055763,Non-CVI,False,Non-CVI
1003542-1304,Harper Ave & Dickerson St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-06 03:03:00,910,9,48213.0,-82.97335404973971,42.402092633712,Detroit Friends & Family,False,Detroit Friends & Family
1301355-1304,Minden St & Conner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-29 02:44:00,908,9,48205.0,-83.00737689343309,42.41273737106054,Non-CVI,False,Non-CVI
1005800-1304,Fargo St & Burt Rd,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2023-08-12 09:00:00,802,8,48219.0,-83.24893974404768,42.438254314413626,Non-CVI,False,Non-CVI
1005799-0901,Fargo St & Burt Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-12 09:00:00,802,8,48219.0,-83.24893974404768,42.438254314413626,Non-CVI,False,Non-CVI
691773-0903,Conant St & E McNichols Rd,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2021-07-14 05:59:00,1107,11,48212.0,-83.06360757169534,42.418678794039366,Live in Peace,False,Live in Peace
692259-1304,Fairport St & Pinewood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-15 00:40:00,901,9,48205.0,-82.99134740532261,42.43840887577954,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1305691-1304,John R St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-08 05:32:00,1106,11,48203.0,-83.10181647313878,42.41783665901388,Non-CVI,False,Non-CVI
1305201-1304,Hayes St & Troester St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-07 12:13:00,906,9,48205.0,-82.96523165283469,42.42641243981641,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1002243-0901,E Jefferson Ave & Holcomb St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-04 12:20:00,711,7,48214.0,-82.98620892975782,42.357548583890576,Non-CVI,False,Non-CVI
1298203-1304,Linwood St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-22 02:25:00,1005,10,48206.0,-83.10879264218613,42.3734895541145,Non-CVI,False,Non-CVI
1303863-1304,Woodrow Wilson St & Glendale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-03 15:14:00,1003,10,48238.0,-83.10891932288757,42.39428004182148,Non-CVI,False,Non-CVI
817745-1304,Gratiot Ave & Flanders St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-05-26 20:03:00,909,9,48205.0,-82.99246822531582,42.41259457588075,Detroit Friends & Family,False,Detroit Friends & Family
1158207-0901,Frederick St & Joseph Campau St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-07-23 14:38:00,703,7,48211.0,-83.03925147532694,42.3690212018144,Non-CVI,False,Non-CVI
819044-0903,Mack Ave & Conner Ln,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2022-05-30 04:20:00,509,5,48215.0,-82.97320807040167,42.38230452712995,Non-CVI,False,Non-CVI
815982-0901,Gunston Ave & Camden Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-05-22 14:58:00,910,9,48213.0,-82.98846097824814,42.39943446406326,Detroit Friends & Family,False,Detroit Friends & Family
1181366-0901,Gladstone St & Rosa Parks Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-09-11 22:33:00,1008,10,48206.0,-83.09765399070216,42.37404614918384,Non-CVI,False,Non-CVI
894235-0901,Van Dyke St & E 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-11-24 00:28:00,1105,11,48234.0,-83.02424862627765,42.4339787962343,Non-CVI,False,Non-CVI
800902-0901,Houston Whittier Ave & Dickerson St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-04-15 21:35:00,906,9,48205.0,-82.9835986572724,42.420459496438845,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
800903-1304,Houston Whittier Ave & Dickerson St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2022-04-15 21:35:00,906,9,48205.0,-82.9835986572724,42.420459496438845,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
999822-1304,Hubbell St & Wadsworth St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-31 02:20:00,204,2,48227.0,-83.18783078178018,42.37501439947888,Non-CVI,False,Non-CVI
894295-0901,Cathedral St & Pierson St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-11-23 12:00:00,606,6,48228.0,-83.24458227809244,42.36095585201787,Force Detroit,False,Force Detroit
887632-0901,Ivanhoe St & Northfield St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2022-11-07 10:46:00,1006,10,48204.0,-83.12899905943735,42.35661577424414,Non-CVI,False,Non-CVI
887633-1304,Ivanhoe St & Northfield St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING                                          ,2022-11-07 10:46:00,1006,10,48204.0,-83.12899905943735,42.35661577424414,Non-CVI,False,Non-CVI
1299539-1304,Revere St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-24 19:43:00,1102,11,48234.0,-83.06862263537349,42.44035749214687,Live in Peace,False,Live in Peace
1303858-1304,Trojan St & Murray Hill St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-05-05 04:38:00,804,8,48235.0,-83.20890952706065,42.44106535145678,Detroit Peoples Community,False,Detroit Peoples Community
1283665-0901,James Couzens Fwy & Pilgrim St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-05-16 19:00:00,1210,12,48238.0,-83.1634412245298,42.4078256191908,New Era CC,False,New Era CC
994966-1304,Stout St & Capitol St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-19 23:12:00,603,6,48228.0,-83.24013568600111,42.37634857137216,Non-CVI,False,Non-CVI
999699-1304,Saint Clair St & E Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-30 15:09:00,501,5,48213.0,-82.99248847526599,42.38401270283644,Non-CVI,False,Non-CVI
1002220-1304,Saint Antoine St & E Canfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-04 22:14:00,309,3,48207.0,-83.05435858651612,42.35558287784083,Non-CVI,False,Non-CVI
1304320-1304,Longview St & Dickerson St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-05 01:16:00,910,9,48213.0,-82.97691525104695,42.40833572677597,Detroit Friends & Family,False,Detroit Friends & Family
1270559-1304,Pickford St & Greenview Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-21 12:15:00,807,8,48219.0,-83.22524225811503,42.42480200137637,Detroit Peoples Community,False,Detroit Peoples Community
897026-0901,Mount Elliott St & E Canfield St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-04-05 08:52:00,707,7,48207.0,-83.02489757102616,42.36629037020951,Non-CVI,False,Non-CVI
660168-1304,Hamburg St & Bringard Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-28 19:47:00,901,9,48205.0,-82.99771510789463,42.44548017205589,Non-CVI,False,Non-CVI
1303351-1304,Montrose St & Kendall St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-22 00:03:00,814,8,48227.0,-83.20031831597957,42.38932262138978,Detroit 300,False,Detroit 300
825304-1304,Griggs St & Grove St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-06-14 00:47:00,1210,12,48221.0,-83.16345285494276,42.414435776178166,New Era CC,False,New Era CC
933830-1304,E I 96 Service Drive & Schaefer Hwy,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-03-05 02:15:00,205,2,48227.0,-83.17833813984569,42.38266891173566,Non-CVI,False,Non-CVI
1298259-1304,Montrose St & Kendall St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-06-22 00:03:00,814,8,48227.0,-83.20031831597957,42.38932262138978,Detroit 300,False,Detroit 300
626076-1304,Cedargrove St & Maccrary Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-01-20 01:15:00,906,9,48205.0,-82.9701045065827,42.42554828688017,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1001213-1304,S Fort St & Northampton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-02 19:06:00,411,4,48217.0,-83.15157309258443,42.281009240299056,Non-CVI,False,Non-CVI
1002823-2900,S Fort St & Northampton St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-08-02 19:06:00,411,4,48217.0,-83.15157309258443,42.281009240299056,Non-CVI,False,Non-CVI
764135-2900,Minock St & Cathedral St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-01-10 12:05:00,607,6,48228.0,-83.2323422333342,42.36117535571315,Force Detroit,False,Force Detroit
764116-1304,Minock St & Cathedral St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2022-01-10 12:05:00,607,6,48228.0,-83.2323422333342,42.36117535571315,Force Detroit,False,Force Detroit
686894-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-01 07:32:00,1206,12,48235.0,-83.18234210153801,42.4201758426176,New Era CC,False,New Era CC
1097181-0901,Van Dyke St & E I 94 Service Drive,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-03-09 19:37:00,705,7,48213.0,-83.01982546791896,42.385813091952,Non-CVI,False,Non-CVI
1282032-1304,James Couzens Fwy & Pilgrim St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2025-05-16 19:00:00,1210,12,48238.0,-83.1634412245298,42.4078256191908,New Era CC,False,New Era CC
856368-1304,Lawndale St & Rathbone St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2022-08-26 23:41:00,408,4,48209.0,-83.12773826149403,42.30225911968603,Non-CVI,False,Non-CVI
1276627-1304,Trojan St & Murray Hill St,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2025-05-05 04:38:00,804,8,48235.0,-83.20890952706065,42.44106535145678,Detroit Peoples Community,False,Detroit Peoples Community
721445-0901,Dexter Ave & Gladstone St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-25 07:40:00,1007,10,48206.0,-83.11580419899393,42.367483205803545,Non-CVI,False,Non-CVI
655367-1304,Woodlawn Ave & Erwin Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-15 13:45:00,701,7,48213.0,-83.0175473558454,42.399212789719286,Non-CVI,False,Non-CVI
781174-1304,Russell St & E State Fair St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-02-25 22:13:00,1101,11,48203.0,-83.09087967603182,42.43988251078357,Live in Peace,False,Live in Peace
690830-1304,Lyndon St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-11 13:00:00,601,6,48223.0,-83.25656191626257,42.3930908314572,Non-CVI,False,Non-CVI
1301933-1304,Wayburn St & Harper Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2025-06-24 02:22:00,911,9,48224.0,-82.95942110874577,42.40618566147862,Detroit Friends & Family,False,Detroit Friends & Family
1295254-1304,Dexter Ave & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-15 05:40:00,1002,10,48238.0,-83.13086700057482,42.38975360015571,Non-CVI,False,Non-CVI
960838-1304,Dresden St & Greiner St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2023-05-07 00:44:00,905,9,48205.0,-82.99944511875071,42.42734664193152,Non-CVI,False,Non-CVI
1299986-1304,Fenkell St & Strathmoor St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-25 22:23:00,202,2,48227.0,-83.18776251715323,42.40186161953449,New Era CC,False,New Era CC
999247-1304,Fullerton St & Terry St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-13 19:44:00,204,2,48227.0,-83.19117510339629,42.380112627643015,Detroit 300,False,Detroit 300
1285453-1304,Queen St & Eastwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-05-24 15:19:00,906,9,48205.0,-82.9678846036862,42.43377989807788,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1285741-4801,Queen St & Eastwood St,OBSTRUCTING THE POLICE,NON-FATAL SHOOTING,4801,48000,OBSTRUCTING POLICE,2025-05-24 15:19:00,906,9,48205.0,-82.9678846036862,42.43377989807788,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
642981-1304,Stahelin Ave & Trojan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-03-11 14:45:00,803,8,48219.0,-83.2282789501626,42.44057422262332,Detroit Peoples Community,False,Detroit Peoples Community
641958-0901,Braile St & W Chicago St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-03-09 09:44:00,606,6,48228.0,-83.24347592901681,42.36459867565823,Force Detroit,False,Force Detroit
1002323-0901,Manning St & Cordell St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-08-05 01:40:00,903,9,48205.0,-82.95105388096316,42.44108968725188,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
998868-1304,Illinois St & Elmwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-29 01:36:00,707,7,48207.0,-83.0289976687662,42.36023825715532,Non-CVI,False,Non-CVI
1301772-1304,Roselawn St & Margareta St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2025-06-29 19:39:00,1208,12,48221.0,-83.15296547826533,42.42784931078256,Non-CVI,False,Non-CVI
689860-5203,Fairmount Dr & Joann St,WEAPONS OFFENSES,NON-FATAL SHOOTING,5203,52003,WEAPONS OFFENSE - OTHER,2021-07-04 10:12:00,901,9,48205.0,-82.990327762859,42.443893089439136,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
687964-1304,Fairmount Dr & Joann St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-04 10:12:00,901,9,48205.0,-82.990327762859,42.443893089439136,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
637284-0903,Greenlodge St & S M 10,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,903,9003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2021-02-23 20:45:00,804,8,48235.0,-83.20114744229369,42.44290764859199,Detroit Peoples Community,False,Detroit Peoples Community
687542-1304,Roseberry St & Elmdale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-03 01:30:00,910,9,48213.0,-82.98457963854781,42.404543378248285,Detroit Friends & Family,False,Detroit Friends & Family
687918-1304,E Larned St & N I 375,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-03 05:00:00,709,7,48226.0,-83.0362161628216,42.3334267196811,Non-CVI,False,Non-CVI
994569-0901,John R St & E Montana St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-07-19 04:36:00,1106,11,48203.0,-83.10203160892972,42.42392408951592,Live in Peace,False,Live in Peace
1001689-1304,Keeler St & Kentfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-08-03 16:30:00,810,8,48223.0,-83.24063170700437,42.40243841450843,Non-CVI,False,Non-CVI
1140316-0901,Panama St & Central St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-06-15 20:47:00,402,4,48210.0,-83.13962913091372,42.33399985884831,Non-CVI,False,Non-CVI
1000841-1304,Bringard Dr & Rex St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-30 17:35:00,903,9,48205.0,-82.95857024194397,42.446434874332255,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
995574-1304,Evanston St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-21 02:00:00,911,9,48224.0,-82.96096573915558,42.40659813806728,Detroit Friends & Family,False,Detroit Friends & Family
1002814-2900,Spokane St & Colfax St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-07-30 02:25:00,1006,10,48204.0,-83.13154827509096,42.35662986572724,Non-CVI,False,Non-CVI
999350-1304,Spokane St & Colfax St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-30 02:25:00,1006,10,48204.0,-83.13154827509096,42.35662986572724,Non-CVI,False,Non-CVI
904662-0901,Biltmore St & W 7 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-12-19 17:30:00,804,8,48235.0,-83.21172281595538,42.43023461930832,Detroit Peoples Community,False,Detroit Peoples Community
971423-0901,W McNichols Rd & Asbury Park,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-05-30 01:15:00,808,8,48235.0,-83.20902375971198,42.41577470466154,Non-CVI,False,Non-CVI
689747-0901,Taylor St & 14th St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-08 17:15:00,1007,10,48206.0,-83.10236206444634,42.37434383073691,Non-CVI,False,Non-CVI
874369-0901,Chapel St & Fenkell St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-10-07 03:19:00,602,6,48223.0,-83.25318454512558,42.40038179471807,Non-CVI,False,Non-CVI
688254-1304,Fenkell St & Hubbell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-04 21:18:00,201,2,48227.0,-83.18890929507145,42.40183145777728,Detroit 300,True,Detroit 300
688922-1304,Boulder St & Liberal St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-06 19:30:00,903,9,48205.0,-82.95344634416087,42.44015518553952,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
689564-1304,Montrose St & Wadsworth St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-05 00:22:00,603,6,48227.0,-83.2000311987638,42.374716466292384,Detroit 300,False,Detroit 300
